"codigopostalid","poblacionid","poblacion","provinciaid","provincia","ineid","lat","lon"
"31175","120","Guesálaz/Gesalatz","31","Navarra","31120000000","-1.933563580","42.754315640"
"31175","214","Salinas de Oro/Jaitz","31","Navarra","31214000000","-1.889138750","42.775793810"
"31176","260","Valle de Yerri/Deierri","31","Navarra","31260000000","-2.000522100","42.728912690"
"31176","120","Guesálaz/Gesalatz","31","Navarra","31120000000","-1.933563580","42.754315640"
"31177","154","Lezáun","31","Navarra","31154000000","-1.994769490","42.777941420"
"31177","260","Valle de Yerri/Deierri","31","Navarra","31260000000","-2.000522100","42.728912690"
"31178","002","Abárzuza/Abartzuza","31","Navarra","31002000000","-2.021957930","42.727449930"
"31179","260","Valle de Yerri/Deierri","31","Navarra","31260000000","-2.000522100","42.728912690"
"31180","907","Zizur Mayor/Zizur Nagusia","31","Navarra","31907000000","-1.695028290","42.793429600"
"31190","076","Cizur","31","Navarra","31076000000","-1.717795660","42.791669920"
"31191","905","Beriáin","31","Navarra","31905000000","-1.645012890","42.733179240"
"31191","109","Galar","31","Navarra","31109000000","-1.699303580","42.762149000"
"31192","023","Aranguren","31","Navarra","31023000000","-1.535441960","42.788985230"
"31192","086","Valle de Egüés/Eguesibar","31","Navarra","31086000000","-1.552069820","42.825118490"
"31193","040","Atez/Atetz","31","Navarra","31040000000","-1.709608320","42.939288790"
"31193","136","Juslapeña","31","Navarra","31136000000","-1.695483410","42.898966190"
"31194","136","Juslapeña","31","Navarra","31136000000","-1.695483410","42.898966190"
"31194","101","Ezcabarte","31","Navarra","31101000000","-1.644575920","42.848846090"
"31195","903","Berriozar","31","Navarra","31903000000","-1.669437870","42.844032130"
"31195","902","Berrioplano/Berriobeiti","31","Navarra","31902000000","-1.693157040","42.852590370"
"31200","097","Estella-Lizarra","31","Navarra","31097000000","-2.031398560","42.671849490"
"31208","041","Ayegui/Aiegi","31","Navarra","31041000000","-2.039333650","42.656643010"
"31210","029","Los Arcos","31","Navarra","31029000000","-2.192763420","42.568717970"
"31219","204","Piedramillera","31","Navarra","31204000000","-2.204019060","42.631962400"
"31219","166","Mendaza","31","Navarra","31166000000","-2.234730970","42.641717970"
"31219","230","Torralba del Río","31","Navarra","31230000000","-2.331571770","42.608616950"
"31219","175","Mues","31","Navarra","31175000000","-2.226679570","42.606379820"
"31219","225","Sorlada","31","Navarra","31225000000","-2.215827060","42.615302540"
"31219","170","Mirafuentes","31","Navarra","31170000000","-2.279443080","42.622160090"
"31220","219","Sansol","31","Navarra","31219000000","-2.266866950","42.554024370"
"31227","141","Lapoblación","31","Navarra","31141000000","-2.459906220","42.605017380"
"31227","063","Cabredo","31","Navarra","31063000000","-2.411845100","42.630095220"
"31227","116","Genevilla","31","Navarra","31116000000","-2.391785180","42.644894640"
"31227","162","Marañón","31","Navarra","31162000000","-2.439735900","42.630190310"
"31228","035","Armañanzas","31","Navarra","31035000000","-2.285420840","42.560202630"
"31228","008","Aguilar de Codés","31","Navarra","31008000000","-2.389227370","42.613370160"
"31228","043","Azuelo","31","Navarra","31043000000","-2.349912990","42.609281020"
"31228","096","Espronceda","31","Navarra","31096000000","-2.305805410","42.598188030"
"31228","230","Torralba del Río","31","Navarra","31230000000","-2.331571770","42.608616950"
"31229","061","El Busto","31","Navarra","31061000000","-2.241362210","42.548841880"
"31229","231","Torres del Río","31","Navarra","31231000000","-2.272115140","42.551040980"
"31229","047","Bargota","31","Navarra","31047000000","-2.311953100","42.561328890"
"31229","079","Desojo","31","Navarra","31079000000","-2.275053820","42.588541310"
"31230","251","Viana","31","Navarra","31251000000","-2.371403460","42.515264460"
"31239","026","Aras","31","Navarra","31026000000","-2.355458520","42.562248670"
"31240","041","Ayegui/Aiegi","31","Navarra","31041000000","-2.039333650","42.656643010"
"31241","125","Igúzquiza","31","Navarra","31125000000","-2.084401200","42.646836220"
"31241","011","Allín/Allin","31","Navarra","31011000000","-2.075965590","42.708933410"
"31241","168","Metauten","31","Navarra","31168000000","-2.129075310","42.676399010"
"31242","255","Villamayor de Monjardín","31","Navarra","31255000000","-2.104375100","42.629559540"
"31243","036","Arróniz","31","Navarra","31036000000","-2.090501080","42.589086910"
"31243","160","Luquin","31","Navarra","31160000000","-2.099197170","42.612309180"
"31243","125","Igúzquiza","31","Navarra","31125000000","-2.084401200","42.646836220"
"31243","046","Barbarin","31","Navarra","31046000000","-2.099757900","42.602173260"
"31250","200","Oteiza","31","Navarra","31200000000","-1.953412880","42.619741250"
"31251","142","Larraga","31","Navarra","31142000000","-1.849773280","42.557877950"
"31252","053","Berbinzana","31","Navarra","31053000000","-1.833695720","42.527060110"
"31253","171","Miranda de Arga","31","Navarra","31171000000","-1.825744890","42.482256590"
"31260","152","Lerín","31","Navarra","31152000000","-1.972547310","42.483118510"
"31261","015","Andosilla","31","Navarra","31015000000","-1.942066890","42.377833100"
"31262","012","Allo","31","Navarra","31012000000","-2.020969980","42.567340940"
"31263","030","Arellano","31","Navarra","31030000000","-2.045873560","42.607194070"
"31263","080","Dicastillo","31","Navarra","31080000000","-2.027161270","42.595383270"
"31264","174","Morentin","31","Navarra","31174000000","-2.015766810","42.613035910"
"31264","005","Aberin","31","Navarra","31005000000","-2.008604620","42.619512160"
"31270","143","Larraona","31","Navarra","31143000000","-2.256343350","42.779734540"
"31271","021","Aranarache/Aranaratxe","31","Navarra","31021000000","-2.228927260","42.779354730"
"31271","100","Eulate","31","Navarra","31100000000","-2.208581030","42.776784220"
"31272","013","Améscoa Baja","31","Navarra","31013000000","-2.133713050","42.774548420"
"31280","001","Abáigar","31","Navarra","31001000000","-2.142592130","42.647584340"
"31280","014","Ancín/Antzin","31","Navarra","31014000000","-2.187198650","42.660175620"
"31280","177","Murieta","31","Navarra","31177000000","-2.153481830","42.655968590"
"31281","184","Oco","31","Navarra","31184000000","-2.165031450","42.639005950"
"31281","148","Legaria","31","Navarra","31148000000","-2.173214680","42.648296110"
"31281","190","Olejua","31","Navarra","31190000000","-2.140940790","42.623121790"
"31281","099","Etayo","31","Navarra","31099000000","-2.153349060","42.617243590"
"31281","014","Ancín/Antzin","31","Navarra","31014000000","-2.187198650","42.660175620"
"31282","182","Nazar","31","Navarra","31182000000","-2.280511550","42.636296640"
"31282","166","Mendaza","31","Navarra","31166000000","-2.234730970","42.641717970"
"31283","139","Lana","31","Navarra","31139000000","-2.249818330","42.709692700"
"31284","265","Zúñiga","31","Navarra","31265000000","-2.301307830","42.693881150"
"31290","260","Valle de Yerri/Deierri","31","Navarra","31260000000","-2.000522100","42.728912690"
"31290","011","Allín/Allin","31","Navarra","31011000000","-2.075965590","42.708933410"
"31291","120","Guesálaz/Gesalatz","31","Navarra","31120000000","-1.933563580","42.754315640"
"31291","121","Guirguillano","31","Navarra","31121000000","-1.878377350","42.717829530"
"31292","260","Valle de Yerri/Deierri","31","Navarra","31260000000","-2.000522100","42.728912690"
"31292","005","Aberin","31","Navarra","31005000000","-2.008604620","42.619512160"
"31292","257","Villatuerta","31","Navarra","31257000000","-1.992617200","42.659636410"
"31293","224","Sesma","31","Navarra","31224000000","-2.084869510","42.475894240"
"31300","227","Tafalla","31","Navarra","31227000000","-1.677141820","42.528312620"
"31310","067","Carcastillo","31","Navarra","31067000000","-1.444521720","42.379796060"
"31311","067","Carcastillo","31","Navarra","31067000000","-1.444521720","42.379796060"
"31312","069","Cáseda","31","Navarra","31069000000","-1.368017800","42.523613740"
"31313","179","Murillo el Fruto","31","Navarra","31179000000","-1.461473040","42.392452890"
"31314","220","Santacara","31","Navarra","31220000000","-1.553429750","42.375026630"
"31315","178","Murillo el Cuende","31","Navarra","31178000000","-1.629396320","42.398186630"
"31320","169","Milagro","31","Navarra","31169000000","-1.761839950","42.244035900"
"31330","254","Villafranca","31","Navarra","31254000000","-1.751055680","42.278844190"
"31340","163","Marcilla","31","Navarra","31163000000","-1.738620550","42.325214700"
"31350","202","Peralta/Azkoien","31","Navarra","31202000000","-1.797768680","42.338846030"
"31360","107","Funes","31","Navarra","31107000000","-1.803692230","42.314547010"
"31370","104","Falces","31","Navarra","31104000000","-1.796019930","42.389080410"
"31380","065","Caparroso","31","Navarra","31065000000","-1.656317550","42.338022320"
"31381","065","Caparroso","31","Navarra","31065000000","-1.656317550","42.338022320"
"31382","164","Mélida","31","Navarra","31164000000","-1.547437880","42.357812770"
"31383","178","Murillo el Cuende","31","Navarra","31178000000","-1.629396320","42.398186630"
"31390","191","Olite/Erriberri","31","Navarra","31191000000","-1.651454110","42.480103160"
"31391","178","Murillo el Cuende","31","Navarra","31178000000","-1.629396320","42.398186630"
"31392","205","Pitillas","31","Navarra","31205000000","-1.622696200","42.421737400"
"31393","051","Beire","31","Navarra","31051000000","-1.621453800","42.453998920"
"31394","207","Pueyo","31","Navarra","31207000000","-1.649283270","42.565027250"
"31395","114","Garínoain","31","Navarra","31114000000","-1.644027610","42.600644800"
"31395","197","Orísoain","31","Navarra","31197000000","-1.604567860","42.601818650"
"31395","045","Barásoain","31","Navarra","31045000000","-1.646898460","42.603731610"
"31395","150","Leoz/Leotz","31","Navarra","31150000000","-1.519079880","42.645006070"
"31395","192","Olóriz/Oloritz","31","Navarra","31192000000","-1.612720800","42.635381780"
"31396","192","Olóriz/Oloritz","31","Navarra","31192000000","-1.612720800","42.635381780"
"31396","238","Unzué/Untzue","31","Navarra","31238000000","-1.625724520","42.654098680"
"31397","228","Tiebas-Muruarte de Reta","31","Navarra","31228000000","-1.638878490","42.694212550"
"31398","228","Tiebas-Muruarte de Reta","31","Navarra","31228000000","-1.638878490","42.694212550"
"31398","056","Biurrun-Olcoz","31","Navarra","31056000000","-1.678467870","42.693118660"
"31400","216","Sangüesa/Zangoza","31","Navarra","31216000000","-1.282582880","42.575288820"
"31409","135","Javier","31","Navarra","31135000000","-1.216739610","42.593130420"
"31409","216","Sangüesa/Zangoza","31","Navarra","31216000000","-1.282582880","42.575288820"
"31410","261","Yesa","31","Navarra","31261000000","-1.203690150","42.620536540"
"31411","135","Javier","31","Navarra","31135000000","-1.216739610","42.593130420"
"31412","059","Burgui/Burgi","31","Navarra","31059000000","-1.004343150","42.720712310"
"31413","252","Vidángoz/Bidankoze","31","Navarra","31252000000","-1.014608280","42.801971090"
"31414","113","Garde","31","Navarra","31113000000","-0.924235670","42.789624420"
"31415","210","Roncal/Erronkari","31","Navarra","31210000000","-0.956432680","42.807655330"
"31416","245","Urzainqui/Urzainki","31","Navarra","31245000000","-0.944970350","42.831735960"
"31417","128","Isaba/Izaba","31","Navarra","31128000000","-0.923384480","42.861422110"
"31418","247","Uztárroz/Uztarroze","31","Navarra","31247000000","-0.941045140","42.892024120"
"31420","243","Urroz-Villa","31","Navarra","31243000000","-1.458929000","42.777624240"
"31421","132","Izagaondoa","31","Navarra","31132000000","-1.421822870","42.736964550"
"31422","237","Unciti","31","Navarra","31237000000","-1.501505100","42.747302040"
"31430","019","Aoiz/Agoitz","31","Navarra","31019000000","-1.370084830","42.786379790"
"31438","158","Lónguida/Longida","31","Navarra","31158000000","-1.384877340","42.756359430"
"31438","028","Arce/Artzi","31","Navarra","31028000000","-1.374416040","42.851061650"
"31439","158","Lónguida/Longida","31","Navarra","31158000000","-1.384877340","42.756359430"
"31439","028","Arce/Artzi","31","Navarra","31028000000","-1.374416040","42.851061650"
"31439","199","Oroz-Betelu/Orotz-Betelu","31","Navarra","31199000000","-1.303721090","42.894951840"
"31440","159","Lumbier","31","Navarra","31159000000","-1.307384490","42.652869150"
"31448","242","Urraul Bajo","31","Navarra","31242000000","-1.324960550","42.686599910"
"31448","241","Urraul Alto","31","Navarra","31241000000","-1.245888070","42.775745530"
"31449","242","Urraul Bajo","31","Navarra","31242000000","-1.324960550","42.686599910"
"31450","181","Navascués/Nabaskoze","31","Navarra","31181000000","-1.113951160","42.717546420"
"31451","222","Sarriés/Sartze","31","Navarra","31222000000","-1.100761870","42.835031660"
"31451","181","Navascués/Nabaskoze","31","Navarra","31181000000","-1.113951160","42.717546420"
"31451","111","Gallués/Galoze","31","Navarra","31111000000","-1.096195270","42.784519620"
"31451","198","Oronz/Orontze","31","Navarra","31198000000","-1.097143350","42.869180720"
"31452","119","Güesa/Gorza","31","Navarra","31119000000","-1.095340640","42.806792440"
"31453","095","Esparza de Salazar/Espartza Zaraitzu","31","Navarra","31095000000","-1.100361300","42.854079170"
"31454","181","Navascués/Nabaskoze","31","Navarra","31181000000","-1.113951160","42.717546420"
"31454","071","Castillonuevo","31","Navarra","31071000000","-1.044653180","42.679255600"
"31454","209","Romanzado","31","Navarra","31209000000","-1.239402120","42.675500510"
"31454","241","Urraul Alto","31","Navarra","31241000000","-1.245888070","42.775745530"
"31460","009","Aibar/Oibar","31","Navarra","31009000000","-1.359742300","42.592242460"
"31460","146","Leache/Leatxe","31","Navarra","31146000000","-1.407468640","42.607135590"
"31470","088","Noáin (Valle de Elorz)/Noain (Elortzibar)","31","Navarra","31088000000","-1.561305580","42.733427070"
"31471","172","Monreal/Elo","31","Navarra","31172000000","-1.508229360","42.704885270"
"31472","237","Unciti","31","Navarra","31237000000","-1.501505100","42.747302040"
"31472","124","Ibargoiti","31","Navarra","31124000000","-1.470742390","42.689072660"
"31473","124","Ibargoiti","31","Navarra","31124000000","-1.470742390","42.689072660"
"31480","242","Urraul Bajo","31","Navarra","31242000000","-1.324960550","42.686599910"
"31481","158","Lónguida/Longida","31","Navarra","31158000000","-1.384877340","42.756359430"
"31481","028","Arce/Artzi","31","Navarra","31028000000","-1.374416040","42.851061650"
"31482","156","Lizoáin-Arriasgoiti","31","Navarra","31156000000","-1.466827650","42.798820400"
"31483","156","Lizoáin-Arriasgoiti","31","Navarra","31156000000","-1.466827650","42.798820400"
"31484","156","Lizoáin-Arriasgoiti","31","Navarra","31156000000","-1.466827650","42.798820400"
"31485","156","Lizoáin-Arriasgoiti","31","Navarra","31156000000","-1.466827650","42.798820400"
"31486","086","Valle de Egüés/Eguesibar","31","Navarra","31086000000","-1.552069820","42.825118490"
"31487","155","Liédena","31","Navarra","31155000000","-1.275531580","42.618867430"
"31490","069","Cáseda","31","Navarra","31069000000","-1.368017800","42.523613740"
"31491","103","Ezprogui","31","Navarra","31103000000","-1.421402740","42.571442600"
"31492","103","Ezprogui","31","Navarra","31103000000","-1.421402740","42.571442600"
"31493","110","Gallipienzo/Galipentzu","31","Navarra","31110000000","-1.409678250","42.523659540"
"31494","150","Leoz/Leotz","31","Navarra","31150000000","-1.519079880","42.645006070"
"31494","151","Lerga","31","Navarra","31151000000","-1.500947440","42.566531590"
"31494","094","Eslava","31","Navarra","31094000000","-1.458538130","42.564572780"
"31495","217","San Martín de Unx","31","Navarra","31217000000","-1.561099450","42.525535730"
"31496","235","Ujué","31","Navarra","31235000000","-1.499714590","42.506160820"
"31500","232","Tudela","31","Navarra","31232000000","-1.605781220","42.063463520"
"31510","108","Fustiñana","31","Navarra","31108000000","-1.485356650","42.021642550"
"31511","062","Cabanillas","31","Navarra","31062000000","-1.521716400","42.029285930"
"31512","106","Fontellas","31","Navarra","31106000000","-1.575022930","42.028294500"
"31513","032","Arguedas","31","Navarra","31032000000","-1.597524730","42.177488660"
"31514","249","Valtierra","31","Navarra","31249000000","-1.633950770","42.195805640"
"31515","064","Cadreita","31","Navarra","31064000000","-1.695571260","42.217750750"
"31520","068","Cascante","31","Navarra","31068000000","-1.679031930","41.999098340"
"31521","176","Murchante","31","Navarra","31176000000","-1.657205720","42.029268130"
"31522","233","Tulebras","31","Navarra","31233000000","-1.675724190","41.976967630"
"31522","173","Monteagudo","31","Navarra","31173000000","-1.691948610","41.962734550"
"31523","006","Ablitas","31","Navarra","31006000000","-1.638448700","41.973694270"
"31523","171","Miranda de Arga","31","Navarra","31171000000","-1.825744890","42.482256590"
"31523","048","Barillas","31","Navarra","31048000000","-1.663731890","41.970361990"
"31530","078","Cortes","31","Navarra","31078000000","-1.422578560","41.923196740"
"31540","057","Buñuel","31","Navarra","31057000000","-1.443338820","41.980453270"
"31550","208","Ribaforada","31","Navarra","31208000000","-1.509506750","41.998155640"
"31560","042","Azagra","31","Navarra","31042000000","-1.892881300","42.308950210"
"31570","215","San Adrián","31","Navarra","31215000000","-1.934823080","42.332132960"
"31579","066","Cárcar","31","Navarra","31066000000","-1.977381040","42.394040250"
"31580","157","Lodosa","31","Navarra","31157000000","-2.078649430","42.423097290"
"31587","165","Mendavia","31","Navarra","31165000000","-2.200980230","42.444352130"
"31588","145","Lazagurría","31","Navarra","31145000000","-2.240485730","42.492658280"
"31589","223","Sartaguda","31","Navarra","31223000000","-2.057323500","42.382910560"
"31590","070","Castejón","31","Navarra","31070000000","-1.691327640","42.170987790"
"31591","077","Corella","31","Navarra","31077000000","-1.783459080","42.114344990"
"31592","072","Cintruénigo","31","Navarra","31072000000","-1.807097430","42.082666200"
"31593","105","Fitero","31","Navarra","31105000000","-1.857071580","42.056138150"
"31600","060","Burlada/Burlata","31","Navarra","31060000000","-1.616421890","42.825005520"
"31610","258","Villava/Atarrabia","31","Navarra","31258000000","-1.606457710","42.830161570"
"31620","122","Huarte/Uharte","31","Navarra","31122000000","-1.589953320","42.831760320"
"31620","086","Valle de Egüés/Eguesibar","31","Navarra","31086000000","-1.552069820","42.825118490"
"31621","086","Valle de Egüés/Eguesibar","31","Navarra","31086000000","-1.552069820","42.825118490"
"31630","098","Esteribar","31","Navarra","31098000000","-1.539276410","42.891341360"
"31638","092","Erro","31","Navarra","31092000000","-1.449679430","42.942552820"
"31638","098","Esteribar","31","Navarra","31098000000","-1.539276410","42.891341360"
"31639","092","Erro","31","Navarra","31092000000","-1.449679430","42.942552820"
"31639","098","Esteribar","31","Navarra","31098000000","-1.539276410","42.891341360"
"31640","058","Auritz/Burguete","31","Navarra","31058000000","-1.334497090","42.989928570"
"31650","211","Orreaga/Roncesvalles","31","Navarra","31211000000","-1.319123800","43.009847380"
"31660","248","Luzaide/Valcarlos","31","Navarra","31248000000","-1.302667130","43.092241040"
"31669","248","Luzaide/Valcarlos","31","Navarra","31248000000","-1.302667130","43.092241040"
"31670","195","Orbaizeta","31","Navarra","31195000000","-1.229603440","42.974322790"
"31671","033","Aria","31","Navarra","31033000000","-1.266694460","42.952676210"
"31671","034","Aribe","31","Navarra","31034000000","-1.263131310","42.943383150"
"31671","256","Hiriberri/Villanueva de Aezkoa","31","Navarra","31256000000","-1.230012810","42.945531720"
"31671","196","Orbara","31","Navarra","31196000000","-1.241786080","42.966820690"
"31680","185","Ochagavía/Otsagabia","31","Navarra","31185000000","-1.090275350","42.904878150"
"31689","133","Izalzu/Itzaltzu","31","Navarra","31133000000","-1.053844600","42.913890070"
"31690","093","Ezcároz/Ezkaroze","31","Navarra","31093000000","-1.097360750","42.887590050"
"31691","134","Jaurrieta","31","Navarra","31134000000","-1.136664510","42.887345620"
"31692","003","Abaurregaina/Abaurrea Alta","31","Navarra","31003000000","-1.209248990","42.904119440"
"31692","112","Garaioa","31","Navarra","31112000000","-1.245769620","42.929790970"
"31692","004","Abaurrepea/Abaurrea Baja","31","Navarra","31004000000","-1.215773520","42.911902550"
"31693","115","Garralda","31","Navarra","31115000000","-1.287972590","42.947044570"
"31694","092","Erro","31","Navarra","31092000000","-1.449679430","42.942552820"
"31695","092","Erro","31","Navarra","31092000000","-1.449679430","42.942552820"
"31696","092","Erro","31","Navarra","31092000000","-1.449679430","42.942552820"
"31697","092","Erro","31","Navarra","31092000000","-1.449679430","42.942552820"
"31698","098","Esteribar","31","Navarra","31098000000","-1.539276410","42.891341360"
"31699","098","Esteribar","31","Navarra","31098000000","-1.539276410","42.891341360"
"31699","092","Erro","31","Navarra","31092000000","-1.449679430","42.942552820"
"31700","050","Baztan","31","Navarra","31050000000","-1.516103080","43.145475970"
"31710","264","Zugarramurdi","31","Navarra","31264000000","-1.540745780","43.268956840"
"31711","239","Urdazubi/Urdax","31","Navarra","31239000000","-1.504145230","43.267565730"
"31712","239","Urdazubi/Urdax","31","Navarra","31239000000","-1.504145230","43.267565730"
"31713","050","Baztan","31","Navarra","31050000000","-1.516103080","43.145475970"
"31714","050","Baztan","31","Navarra","31050000000","-1.516103080","43.145475970"
"31715","050","Baztan","31","Navarra","31050000000","-1.516103080","43.145475970"
"31720","050","Baztan","31","Navarra","31050000000","-1.516103080","43.145475970"
"31720","054","Bertizarana","31","Navarra","31054000000","-1.628374700","43.134721010"
"31730","050","Baztan","31","Navarra","31050000000","-1.516103080","43.145475970"
"31740","221","Doneztebe/Santesteban","31","Navarra","31221000000","-1.669240750","43.131511750"
"31744","087","Elgorriaga","31","Navarra","31087000000","-1.686250460","43.139281270"
"31745","129","Ituren","31","Navarra","31129000000","-1.706670510","43.128978520"
"31746","263","Zubieta","31","Navarra","31263000000","-1.741972080","43.123960400"
"31747","213","Saldías","31","Navarra","31213000000","-1.780676400","43.088405660"
"31748","090","Eratsun","31","Navarra","31090000000","-1.797475120","43.083207670"
"31749","102","Ezkurra","31","Navarra","31102000000","-1.825510590","43.085101800"
"31750","081","Donamaria","31","Navarra","31081000000","-1.676585450","43.111894710"
"31751","187","Oiz","31","Navarra","31187000000","-1.687147940","43.109378040"
"31752","244","Urroz","31","Navarra","31244000000","-1.706586450","43.099685250"
"31753","137","Beintza-Labaien","31","Navarra","31137000000","-1.741440170","43.086900040"
"31754","024","Arano","31","Navarra","31024000000","-1.894686340","43.199285580"
"31754","117","Goizueta","31","Navarra","31117000000","-1.864453220","43.170985420"
"31760","082","Etxalar","31","Navarra","31082000000","-1.637196120","43.234065340"
"31770","153","Lesaka","31","Navarra","31153000000","-1.702790400","43.246767320"
"31780","250","Bera","31","Navarra","31250000000","-1.686572620","43.280339230"
"31789","250","Bera","31","Navarra","31250000000","-1.686572620","43.280339230"
"31789","153","Lesaka","31","Navarra","31153000000","-1.702790400","43.246767320"
"31790","022","Arantza","31","Navarra","31022000000","-1.726595890","43.195547830"
"31790","259","Igantzi","31","Navarra","31259000000","-1.699985830","43.224566940"
"31791","226","Sunbilla","31","Navarra","31226000000","-1.670509830","43.164879710"
"31792","054","Bertizarana","31","Navarra","31054000000","-1.628374700","43.134721010"
"31793","054","Bertizarana","31","Navarra","31054000000","-1.628374700","43.134721010"
"31794","050","Baztan","31","Navarra","31050000000","-1.516103080","43.145475970"
"31794","102","Ezkurra","31","Navarra","31102000000","-1.825510590","43.085101800"
"31795","050","Baztan","31","Navarra","31050000000","-1.516103080","43.145475970"
"31796","050","Baztan","31","Navarra","31050000000","-1.516103080","43.145475970"
"31797","236","Ultzama","31","Navarra","31236000000","-1.697104780","42.978255520"
"31798","017","Anue","31","Navarra","31017000000","-1.617061490","42.962745670"
"31798","140","Lantz","31","Navarra","31140000000","-1.620238600","42.997732180"
"31799","236","Ultzama","31","Navarra","31236000000","-1.697104780","42.978255520"
"31799","101","Ezcabarte","31","Navarra","31101000000","-1.644575920","42.848846090"
"31799","186","Odieta","31","Navarra","31186000000","-1.638920830","42.940063250"
"31799","188","Olaibar","31","Navarra","31188000000","-1.603227030","42.884945300"
"31800","010","Altsasu/Alsasua","31","Navarra","31010000000","-2.170545510","42.894951570"
"31809","073","Ziordia","31","Navarra","31073000000","-2.227340530","42.870306350"
"31809","189","Olazti/Olazagutía","31","Navarra","31189000000","-2.197872610","42.874966090"
"31810","240","Urdiain","31","Navarra","31240000000","-2.137014540","42.886823770"
"31810","130","Iturmendi","31","Navarra","31130000000","-2.119469520","42.890003840"
"31810","044","Bakaiku","31","Navarra","31044000000","-2.102785190","42.892827770"
"31820","084","Etxarri Aranatz","31","Navarra","31084000000","-2.065173400","42.907420800"
"31829","091","Ergoiena","31","Navarra","31091000000","-2.033861330","42.874562020"
"31830","138","Lakuntza","31","Navarra","31138000000","-2.023165600","42.921486700"
"31839","027","Arbizu","31","Navarra","31027000000","-2.039406440","42.915608940"
"31840","123","Uharte Arakil","31","Navarra","31123000000","-1.969235660","42.920301920"
"31840","037","Arruazu","31","Navarra","31037000000","-1.999928370","42.922591570"
"31849","025","Arakil","31","Navarra","31025000000","-1.847914040","42.925961170"
"31849","127","Irañeta","31","Navarra","31127000000","-1.946734280","42.923491820"
"31850","025","Arakil","31","Navarra","31025000000","-1.847914040","42.925961170"
"31860","904","Irurtzun","31","Navarra","31904000000","-1.828036480","42.918312110"
"31866","049","Basaburua","31","Navarra","31049000000","-1.801202240","43.001014660"
"31867","126","Imotz","31","Navarra","31126000000","-1.790446970","42.969546350"
"31867","040","Atez/Atetz","31","Navarra","31040000000","-1.709608320","42.939288790"
"31867","186","Odieta","31","Navarra","31186000000","-1.638920830","42.940063250"
"31867","025","Arakil","31","Navarra","31025000000","-1.847914040","42.925961170"
"31867","131","Iza/Itza","31","Navarra","31131000000","-1.729446870","42.837663500"
"31868","025","Arakil","31","Navarra","31025000000","-1.847914040","42.925961170"
"31868","131","Iza/Itza","31","Navarra","31131000000","-1.729446870","42.837663500"
"31869","126","Imotz","31","Navarra","31126000000","-1.790446970","42.969546350"
"31869","049","Basaburua","31","Navarra","31049000000","-1.801202240","43.001014660"
"31870","908","Lekunberri","31","Navarra","31908000000","-1.895802650","43.006046160"
"31876","031","Areso","31","Navarra","31031000000","-1.951207740","43.081235610"
"31877","144","Larraun","31","Navarra","31144000000","-1.895802650","43.006046160"
"31878","144","Larraun","31","Navarra","31144000000","-1.895802650","43.006046160"
"31879","144","Larraun","31","Navarra","31144000000","-1.895802650","43.006046160"
"31880","149","Leitza","31","Navarra","31149000000","-1.914287010","43.080846090"
"31890","055","Betelu","31","Navarra","31055000000","-1.980229050","43.026145530"
"31891","020","Araitz","31","Navarra","31020000000","-1.984283560","43.037788870"
"31891","144","Larraun","31","Navarra","31144000000","-1.895802650","43.006046160"
"31892","136","Juslapeña","31","Navarra","31136000000","-1.695483410","42.898966190"
"31892","131","Iza/Itza","31","Navarra","31131000000","-1.729446870","42.837663500"
"32001","054","Ourense","32","Ourense","32054000000","-7.863836656","42.335531170"
"32002","054","Ourense","32","Ourense","32054000000","-7.863836656","42.335531170"
"32002","008","Barbadás","32","Ourense","32008000000","-7.887469714","42.299054450"
"32003","054","Ourense","32","Ourense","32054000000","-7.863836656","42.335531170"
"32004","054","Ourense","32","Ourense","32054000000","-7.863836656","42.335531170"
"32005","054","Ourense","32","Ourense","32054000000","-7.863836656","42.335531170"
"32005","008","Barbadás","32","Ourense","32008000000","-7.887469714","42.299054450"
"32005","075","San Cibrao das Viñas","32","Ourense","32075000000","-7.874005061","42.298301610"
"32100","026","Coles","32","Ourense","32026000000","-7.839749097","42.411669030"
"32101","087","Vilamarín","32","Ourense","32087000000","-7.888357750","42.464852830"
"32102","087","Vilamarín","32","Ourense","32087000000","-7.888357750","42.464852830"
"32103","054","Ourense","32","Ourense","32054000000","-7.863836656","42.335531170"
"32110","055","Paderne de Allariz","32","Ourense","32055000000","-7.751084528","42.279584010"
"32111","055","Paderne de Allariz","32","Ourense","32055000000","-7.751084528","42.279584010"
"32120","087","Vilamarín","32","Ourense","32087000000","-7.888357750","42.464852830"
"32120","059","A Peroxa","32","Ourense","32059000000","-7.794303069","42.440495920"
"32130","076","San Cristovo de Cea","32","Ourense","32076000000","-7.985127975","42.474783410"
"32131","024","Lorca","30","Murcia","30024000000","-1.699307540","37.677001330"
"32133","076","San Cristovo de Cea","32","Ourense","32076000000","-7.985127975","42.474783410"
"32134","076","San Cristovo de Cea","32","Ourense","32076000000","-7.985127975","42.474783410"
"32135","061","Piñor","32","Ourense","32061000000","-8.006938564","42.499524230"
"32135","076","San Cristovo de Cea","32","Ourense","32076000000","-7.985127975","42.474783410"
"32136","076","San Cristovo de Cea","32","Ourense","32076000000","-7.985127975","42.474783410"
"32137","076","San Cristovo de Cea","32","Ourense","32076000000","-7.985127975","42.474783410"
"32137","061","Piñor","32","Ourense","32061000000","-8.006938564","42.499524230"
