"codigopostalid","poblacionid","poblacion","provinciaid","provincia","ineid","lat","lon"
"32138","061","Piñor","32","Ourense","32061000000","-8.006938564","42.499524230"
"32139","076","San Cristovo de Cea","32","Ourense","32076000000","-7.985127975","42.474783410"
"32140","087","Vilamarín","32","Ourense","32087000000","-7.888357750","42.464852830"
"32141","087","Vilamarín","32","Ourense","32087000000","-7.888357750","42.464852830"
"32141","076","San Cristovo de Cea","32","Ourense","32076000000","-7.985127975","42.474783410"
"32150","059","A Peroxa","32","Ourense","32059000000","-7.794303069","42.440495920"
"32151","059","A Peroxa","32","Ourense","32059000000","-7.794303069","42.440495920"
"32152","026","Coles","32","Ourense","32026000000","-7.839749097","42.411669030"
"32153","059","A Peroxa","32","Ourense","32059000000","-7.794303069","42.440495920"
"32153","026","Coles","32","Ourense","32026000000","-7.839749097","42.411669030"
"32160","052","Nogueira de Ramuín","32","Ourense","32052000000","-7.727476442","42.411774420"
"32161","052","Nogueira de Ramuín","32","Ourense","32052000000","-7.727476442","42.411774420"
"32162","052","Nogueira de Ramuín","32","Ourense","32052000000","-7.727476442","42.411774420"
"32163","052","Nogueira de Ramuín","32","Ourense","32052000000","-7.727476442","42.411774420"
"32164","052","Nogueira de Ramuín","32","Ourense","32052000000","-7.727476442","42.411774420"
"32170","002","Amoeiro","32","Ourense","32002000000","-7.947325811","42.414760800"
"32171","002","Amoeiro","32","Ourense","32002000000","-7.947325811","42.414760800"
"32172","002","Amoeiro","32","Ourense","32002000000","-7.947325811","42.414760800"
"32172","054","Ourense","32","Ourense","32054000000","-7.863836656","42.335531170"
"32200","027","Cortegada","32","Ourense","32027000000","-8.171866600","42.206580980"
"32211","027","Cortegada","32","Ourense","32027000000","-8.171866600","42.206580980"
"32212","033","Gomesende","32","Ourense","32033000000","-8.091640217","42.192797590"
"32213","027","Cortegada","32","Ourense","32027000000","-8.171866600","42.206580980"
"32220","056","Padrenda","32","Ourense","32056000000","-8.158473425","42.138639060"
"32226","056","Padrenda","32","Ourense","32056000000","-8.158473425","42.138639060"
"32227","056","Padrenda","32","Ourense","32056000000","-8.158473425","42.138639060"
"32228","056","Padrenda","32","Ourense","32056000000","-8.158473425","42.138639060"
"32229","056","Padrenda","32","Ourense","32056000000","-8.158473425","42.138639060"
"32235","064","Pontedeva","32","Ourense","32064000000","-8.133547853","42.165094240"
"32236","056","Padrenda","32","Ourense","32056000000","-8.158473425","42.138639060"
"32300","009","O Barco de Valdeorras","32","Ourense","32009000000","-6.984649378","42.416446710"
"32310","073","Rubiá","32","Ourense","32073000000","-6.946384892","42.447493580"
"32311","073","Rubiá","32","Ourense","32073000000","-6.946384892","42.447493580"
"32312","073","Rubiá","32","Ourense","32073000000","-6.946384892","42.447493580"
"32313","009","O Barco de Valdeorras","32","Ourense","32009000000","-6.984649378","42.416446710"
"32314","009","O Barco de Valdeorras","32","Ourense","32009000000","-6.984649378","42.416446710"
"32315","088","Vilamartín de Valdeorras","32","Ourense","32088000000","-7.064309483","42.415487590"
"32315","009","O Barco de Valdeorras","32","Ourense","32009000000","-6.984649378","42.416446710"
"32316","088","Vilamartín de Valdeorras","32","Ourense","32088000000","-7.064309483","42.415487590"
"32317","009","O Barco de Valdeorras","32","Ourense","32009000000","-6.984649378","42.416446710"
"32318","009","O Barco de Valdeorras","32","Ourense","32009000000","-6.984649378","42.416446710"
"32320","073","Rubiá","32","Ourense","32073000000","-6.946384892","42.447493580"
"32329","073","Rubiá","32","Ourense","32073000000","-6.946384892","42.447493580"
"32329","017","Carballeda de Valdeorras","32","Ourense","32017000000","-6.912270489","42.415844300"
"32330","017","Carballeda de Valdeorras","32","Ourense","32017000000","-6.912270489","42.415844300"
"32334","017","Carballeda de Valdeorras","32","Ourense","32017000000","-6.912270489","42.415844300"
"32335","017","Carballeda de Valdeorras","32","Ourense","32017000000","-6.912270489","42.415844300"
"32336","017","Carballeda de Valdeorras","32","Ourense","32017000000","-6.912270489","42.415844300"
"32337","017","Carballeda de Valdeorras","32","Ourense","32017000000","-6.912270489","42.415844300"
"32338","017","Carballeda de Valdeorras","32","Ourense","32017000000","-6.912270489","42.415844300"
"32339","017","Carballeda de Valdeorras","32","Ourense","32017000000","-6.912270489","42.415844300"
"32340","088","Vilamartín de Valdeorras","32","Ourense","32088000000","-7.064309483","42.415487590"
"32348","088","Vilamartín de Valdeorras","32","Ourense","32088000000","-7.064309483","42.415487590"
"32349","088","Vilamartín de Valdeorras","32","Ourense","32088000000","-7.064309483","42.415487590"
"32350","072","A Rúa","32","Ourense","32072000000","-7.114128794","42.395137160"
"32356","060","Petín","32","Ourense","32060000000","-7.124488325","42.382627270"
"32357","060","Petín","32","Ourense","32060000000","-7.124488325","42.382627270"
"32357","072","A Rúa","32","Ourense","32072000000","-7.114128794","42.395137160"
"32357","038","Larouco","32","Ourense","32038000000","-7.163275681","42.346737490"
"32357","015","O Bolo","32","Ourense","32015000000","-7.099419525","42.307188160"
"32357","083","A Veiga","32","Ourense","32083000000","-7.026102961","42.250068690"
"32358","038","Larouco","32","Ourense","32038000000","-7.163275681","42.346737490"
"32359","072","A Rúa","32","Ourense","32072000000","-7.114128794","42.395137160"
"32360","083","A Veiga","32","Ourense","32083000000","-7.026102961","42.250068690"
"32365","083","A Veiga","32","Ourense","32083000000","-7.026102961","42.250068690"
"32366","083","A Veiga","32","Ourense","32083000000","-7.026102961","42.250068690"
"32367","083","A Veiga","32","Ourense","32083000000","-7.026102961","42.250068690"
"32368","083","A Veiga","32","Ourense","32083000000","-7.026102961","42.250068690"
"32369","083","A Veiga","32","Ourense","32083000000","-7.026102961","42.250068690"
"32370","060","Petín","32","Ourense","32060000000","-7.124488325","42.382627270"
"32370","038","Larouco","32","Ourense","32038000000","-7.163275681","42.346737490"
"32371","060","Petín","32","Ourense","32060000000","-7.124488325","42.382627270"
"32371","038","Larouco","32","Ourense","32038000000","-7.163275681","42.346737490"
"32372","015","O Bolo","32","Ourense","32015000000","-7.099419525","42.307188160"
"32373","015","O Bolo","32","Ourense","32015000000","-7.099419525","42.307188160"
"32374","015","O Bolo","32","Ourense","32015000000","-7.099419525","42.307188160"
"32375","044","Manzaneda","32","Ourense","32044000000","-7.234143092","42.309702820"
"32375","015","O Bolo","32","Ourense","32015000000","-7.099419525","42.307188160"
"32400","069","Ribadavia","32","Ourense","32069000000","-8.143527486","42.287581610"
"32410","046","Melón","32","Ourense","32046000000","-8.216316075","42.257220030"
"32411","046","Melón","32","Ourense","32046000000","-8.216316075","42.257220030"
"32412","018","Carballeda de Avia","32","Ourense","32018000000","-8.164192061","42.319975910"
"32413","018","Carballeda de Avia","32","Ourense","32018000000","-8.164192061","42.319975910"
"32414","069","Ribadavia","32","Ourense","32069000000","-8.143527486","42.287581610"
"32415","069","Ribadavia","32","Ourense","32069000000","-8.143527486","42.287581610"
"32416","069","Ribadavia","32","Ourense","32069000000","-8.143527486","42.287581610"
"32416","018","Carballeda de Avia","32","Ourense","32018000000","-8.164192061","42.319975910"
"32417","003","A Arnoia","32","Ourense","32003000000","-8.135751194","42.253065770"
"32417","052","Nogueira de Ramuín","32","Ourense","32052000000","-7.727476442","42.411774420"
"32417","069","Ribadavia","32","Ourense","32069000000","-8.143527486","42.287581610"
"32418","069","Ribadavia","32","Ourense","32069000000","-8.143527486","42.287581610"
"32420","040","Leiro","32","Ourense","32040000000","-8.123763472","42.371035450"
"32425","040","Leiro","32","Ourense","32040000000","-8.123763472","42.371035450"
"32426","040","Leiro","32","Ourense","32040000000","-8.123763472","42.371035450"
"32427","040","Leiro","32","Ourense","32040000000","-8.123763472","42.371035450"
"32428","040","Leiro","32","Ourense","32040000000","-8.123763472","42.371035450"
"32429","040","Leiro","32","Ourense","32040000000","-8.123763472","42.371035450"
"32430","022","Castrelo de Miño","32","Ourense","32022000000","-8.096141361","42.295836740"
"32431","010","Beade","32","Ourense","32010000000","-8.123278289","42.325560340"
"32432","010","Beade","32","Ourense","32010000000","-8.123278289","42.325560340"
"32433","018","Carballeda de Avia","32","Ourense","32018000000","-8.164192061","42.319975910"
"32434","018","Carballeda de Avia","32","Ourense","32018000000","-8.164192061","42.319975910"
"32440","059","A Peroxa","32","Ourense","32059000000","-7.794303069","42.440495920"
"32448","052","Nogueira de Ramuín","32","Ourense","32052000000","-7.727476442","42.411774420"
"32449","059","A Peroxa","32","Ourense","32059000000","-7.794303069","42.440495920"
"32450","025","Cenlle","32","Ourense","32025000000","-8.072247586","42.326122440"
"32452","065","Punxín","32","Ourense","32065000000","-8.000278942","42.369655890"
"32453","074","San Amaro","32","Ourense","32074000000","-8.072316169","42.374296120"
"32454","025","Cenlle","32","Ourense","32025000000","-8.072247586","42.326122440"
"32455","074","San Amaro","32","Ourense","32074000000","-8.072316169","42.374296120"
"32456","065","Punxín","32","Ourense","32065000000","-8.000278942","42.369655890"
"32456","034","A Gudiña","32","Ourense","32034000000","-7.139000186","42.060634520"
"32457","065","Punxín","32","Ourense","32065000000","-8.000278942","42.369655890"
"32459","025","Cenlle","32","Ourense","32025000000","-8.072247586","42.326122440"
"32499","048","A Mezquita","32","Ourense","32048000000","-7.045362953","42.013695890"
"32500","019","O Carballiño","32","Ourense","32019000000","-8.077541083","42.429724730"
"32510","019","O Carballiño","32","Ourense","32019000000","-8.077541083","42.429724730"
"32511","019","O Carballiño","32","Ourense","32019000000","-8.077541083","42.429724730"
"32512","013","Boborás","32","Ourense","32013000000","-8.143259558","42.431567640"
"32513","019","O Carballiño","32","Ourense","32019000000","-8.077541083","42.429724730"
"32514","013","Boborás","32","Ourense","32013000000","-8.143259558","42.431567640"
"32515","019","O Carballiño","32","Ourense","32019000000","-8.077541083","42.429724730"
"32515","074","San Amaro","32","Ourense","32074000000","-8.072316169","42.374296120"
"32516","019","O Carballiño","32","Ourense","32019000000","-8.077541083","42.429724730"
"32520","011","Beariz","32","Ourense","32011000000","-8.273015461","42.467055670"
"32520","013","Boborás","32","Ourense","32013000000","-8.143259558","42.431567640"
"32520","004","Avión","32","Ourense","32004000000","-8.251438858","42.375920830"
"32521","013","Boborás","32","Ourense","32013000000","-8.143259558","42.431567640"
"32522","013","Boborás","32","Ourense","32013000000","-8.143259558","42.431567640"
"32523","013","Boborás","32","Ourense","32013000000","-8.143259558","42.431567640"
"32524","013","Boborás","32","Ourense","32013000000","-8.143259558","42.431567640"
"32525","013","Boborás","32","Ourense","32013000000","-8.143259558","42.431567640"
"32526","013","Boborás","32","Ourense","32013000000","-8.143259558","42.431567640"
"32526","035","O Irixo","32","Ourense","32035000000","-8.119823347","42.512982880"
"32530","035","O Irixo","32","Ourense","32035000000","-8.119823347","42.512982880"
"32530","013","Boborás","32","Ourense","32013000000","-8.143259558","42.431567640"
"32534","019","O Carballiño","32","Ourense","32019000000","-8.077541083","42.429724730"
"32535","035","O Irixo","32","Ourense","32035000000","-8.119823347","42.512982880"
"32536","035","O Irixo","32","Ourense","32035000000","-8.119823347","42.512982880"
"32537","035","O Irixo","32","Ourense","32035000000","-8.119823347","42.512982880"
"32538","035","O Irixo","32","Ourense","32035000000","-8.119823347","42.512982880"
"32539","035","O Irixo","32","Ourense","32035000000","-8.119823347","42.512982880"
"32540","034","A Gudiña","32","Ourense","32034000000","-7.139000186","42.060634520"
"32545","034","A Gudiña","32","Ourense","32034000000","-7.139000186","42.060634520"
"32546","034","A Gudiña","32","Ourense","32034000000","-7.139000186","42.060634520"
"32547","034","A Gudiña","32","Ourense","32034000000","-7.139000186","42.060634520"
"32547","092","Vilariño de Conso","32","Ourense","32092000000","-7.181942067","42.165918990"
"32548","048","A Mezquita","32","Ourense","32048000000","-7.045362953","42.013695890"
"32549","048","A Mezquita","32","Ourense","32048000000","-7.045362953","42.013695890"
"32550","086","Viana do Bolo","32","Ourense","32086000000","-7.114775503","42.180342770"
"32554","086","Viana do Bolo","32","Ourense","32086000000","-7.114775503","42.180342770"
"32555","086","Viana do Bolo","32","Ourense","32086000000","-7.114775503","42.180342770"
"32556","086","Viana do Bolo","32","Ourense","32086000000","-7.114775503","42.180342770"
"32557","092","Vilariño de Conso","32","Ourense","32092000000","-7.181942067","42.165918990"
"32557","086","Viana do Bolo","32","Ourense","32086000000","-7.114775503","42.180342770"
"32558","086","Viana do Bolo","32","Ourense","32086000000","-7.114775503","42.180342770"
"32560","086","Viana do Bolo","32","Ourense","32086000000","-7.114775503","42.180342770"
"32562","086","Viana do Bolo","32","Ourense","32086000000","-7.114775503","42.180342770"
"32563","086","Viana do Bolo","32","Ourense","32086000000","-7.114775503","42.180342770"
"32570","045","Maside","32","Ourense","32045000000","-8.025444444","42.411694440"
"32572","045","Maside","32","Ourense","32045000000","-8.025444444","42.411694440"
"32572","065","Punxín","32","Ourense","32065000000","-8.000278942","42.369655890"
"32574","045","Maside","32","Ourense","32045000000","-8.025444444","42.411694440"
"32574","019","O Carballiño","32","Ourense","32019000000","-8.077541083","42.429724730"
"32575","045","Maside","32","Ourense","32045000000","-8.025444444","42.411694440"
"32576","045","Maside","32","Ourense","32045000000","-8.025444444","42.411694440"
"32577","045","Maside","32","Ourense","32045000000","-8.025444444","42.411694440"
"32578","045","Maside","32","Ourense","32045000000","-8.025444444","42.411694440"
"32578","065","Punxín","32","Ourense","32065000000","-8.000278942","42.369655890"
